tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
4936,0,1445700,287600,192000,142100,131400,50800,768800,100,100
4937,0,1909100,202600,151600,141000,130800,49400,1358600,200,100
4938,0,1285300,258500,201300,145900,134600,52200,575900,100,200
4939,0,1387900,219300,144200,142200,131200,43800,821200,200,100
4940,0,1192000,231500,155100,142700,132200,49800,624800,100,0
4941,0,1295400,208700,153700,141800,131500,52900,711400,100,100
4942,0,1165600,202900,154500,138700,129300,44100,597800,200,200
4943,0,1269400,192300,133800,141200,130700,51300,771300,200,300
4944,0,1107200,195400,148300,141400,131500,50100,596100,200,100
4945,0,1472600,324000,147800,143800,132700,51000,827900,100,0
4946,0,1424400,296500,153700,143800,132400,52800,799000,100,0
4947,0,1636700,212400,154400,140400,130000,49100,1091200,100,100
4948,0,1601600,588000,168300,144900,133100,51500,637900,100,200
4949,0,2445100,467800,130500,178600,165200,52800,1508600,200,100
4950,0,2001300,218300,181100,144300,133900,50700,1385900,200,200
4951,0,2108000,612400,137700,146900,135200,53000,1158800,100,100
4952,0,2581500,267700,160800,176300,163800,63400,1924100,200,100
4953,0,2489800,238900,175100,145600,134500,45200,1872200,200,100
4954,0,1984700,205100,184400,143800,132900,51400,1370900,100,100
4955,0,2014900,261800,143900,142300,131100,45300,1421100,100,200
4956,0,1941100,206800,165200,142900,133000,52300,1336700,100,100
4957,0,1831100,210400,142400,145500,135400,52500,1282900,100,0
4958,0,1527100,211200,217700,142900,131700,49800,873200,100,0
4959,0,1977500,212800,145000,172500,161100,64100,1393800,0,100
4960,0,1617500,235800,188400,143400,132700,52900,1018600,0,0
4961,0,1724600,234800,131600,142600,132000,52200,1179800,0,100
4962,0,1463400,203900,159500,145100,135400,52200,919600,100,200
4963,0,1557600,235200,149900,142000,131400,49400,1002700,100,100
4964,0,1358200,177300,154100,143700,133300,50100,847700,100,200
4965,0,1347200,222500,136700,140300,130300,44500,804400,200,100
4966,0,1266900,227400,151400,141700,132200,50600,673300,100,200
4967,0,1491600,253400,136900,140500,129200,51400,903000,100,100
4968,0,1352000,222900,152600,142100,132600,51800,794200,100,200
4969,0,1633600,192400,146400,175600,162700,63400,1070300,200,200
4970,0,1432600,242900,181700,142100,131700,51000,804200,100,0
4971,0,1410300,231500,128400,139500,129700,43500,822400,100,200
4972,0,1547300,212200,149000,140100,130200,43700,995000,100,0
4973,0,1676600,215300,162600,170100,156900,50200,981400,200,200
4974,0,1241400,198300,177100,145300,135400,51200,677700,100,100
4975,0,1251200,192200,138800,140600,130300,44900,736100,200,100
4976,0,1246400,205100,153000,142000,131600,50400,687000,200,100
4977,0,1626400,267600,138800,141400,130200,43700,1020400,100,200
4978,0,4434000,207000,160600,149000,138500,48300,3790200,200,200
4979,0,1375400,306800,137400,143100,131900,48300,717700,100,100
4980,0,1961100,262400,153000,174900,162000,64900,1319500,100,0
4981,0,1882200,237300,160600,177600,163600,51700,1243900,100,0
4982,0,1766800,280800,185700,165300,152800,50800,1045200,200,200
4983,0,1773800,222900,154700,143900,133400,50400,1029600,100,100
4984,0,1267300,212200,147200,145200,134700,50800,717900,100,100
4985,0,1340600,226000,132900,143400,132300,45200,790000,200,0
4986,0,1296600,179600,149700,141600,130900,44500,732300,100,100
4987,0,1283400,206000,145500,140200,130200,52200,752400,200,200
4988,0,1418600,374500,146600,142900,132000,51500,714700,100,100
4989,0,1652300,279900,138700,145000,133800,50000,1041600,100,200
4990,0,1730000,216200,166900,142400,132200,51200,1030700,200,100
4991,0,2323400,912800,145700,170200,153500,50500,939000,200,100
4992,0,3184400,278100,211200,176100,163000,60900,2486300,200,100
4993,0,2628700,291800,171800,151300,139900,52700,1973400,200,0
4994,0,1942300,299200,173200,143800,133600,50600,1272900,200,100
4995,0,2376500,256100,149200,177500,164400,61400,1751800,100,200
4996,0,2221000,232500,184000,163500,153000,52800,1590400,100,0
4997,0,2033600,229800,168500,179800,167100,64400,1404500,200,200
4998,0,1864800,223100,213300,145400,134700,50000,1181700,200,200
4999,0,1945400,266900,149600,173900,162300,63400,1293600,100,0
5000,0,1843800,243800,173200,147900,134600,52400,1228300,200,200
5001,0,1843400,472500,159900,143700,132000,51900,972900,200,100
5002,0,2713100,352700,156700,178600,165800,63400,1923200,200,100
5003,0,2231500,285200,179000,150400,138600,52600,1577600,100,100
5004,0,2080700,288800,168100,144600,133400,51200,1444700,200,100
5005,0,2134200,198000,161300,143400,133900,52300,1599600,100,200
5006,0,2015200,239100,177900,180500,166400,65100,1382800,100,200
5007,0,1891400,199900,164500,169200,158400,58200,1328600,100,100
5008,0,2121500,235200,180300,144200,133300,51400,1519500,100,100
5009,0,1636500,202100,185800,141000,131300,49700,1061500,100,0
5010,0,1555400,285200,152000,143400,132500,49200,923100,0,100
