tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
10988,1,1573100,350100,387300,198400,104100,173400,586400,13900,100
10989,1,2820800,333300,404600,199700,104500,172100,1839600,11200,0
10990,1,1564300,333300,336000,208600,118700,185700,604400,11100,0
10991,1,1307400,333400,308100,195600,104200,173100,418900,10800,0
10992,1,1366000,327800,406800,197200,104400,174700,328000,11500,100
10993,1,1257800,330400,308100,193800,103900,174200,335000,11200,100
10994,1,1288800,340000,360900,199500,104000,174000,341900,10800,100
10995,1,1192300,330300,298600,194700,103700,173700,326100,11000,100
10996,1,1341700,330000,401000,198400,104300,174300,369100,10900,100
10997,1,1313800,331700,330300,210200,108300,183000,388500,10900,100
10998,1,1325500,331900,405600,195800,104200,173600,348200,10700,0
10999,1,1342100,333600,277600,198900,104000,175200,448900,11000,100
11000,1,2290500,335600,355200,202000,104200,174000,1335100,10900,100
11001,1,1211800,342300,269300,202200,104000,174400,317300,11300,0
11002,1,1247200,364200,348600,197900,104300,174200,268800,11100,100
11003,1,1286600,377700,269100,202700,107000,174700,391200,15800,100
11004,1,1255400,326300,380400,204100,104500,174000,305900,11200,100
11005,1,1159900,331800,270500,199700,104500,177100,326900,10800,200
11006,1,1197300,316200,377100,198600,104000,175100,272900,10800,200
11007,1,1219000,351000,282500,194900,104400,175300,363900,10900,100
11008,1,1222700,327200,378500,194800,103700,172400,288200,10700,100
11009,1,1232800,329500,316100,201700,104000,172800,336900,11000,100
11010,1,1390100,375500,383600,196500,103800,174300,380100,10900,100
11011,1,2841300,328400,295800,201900,103700,174100,1956200,11100,200
11012,1,1376000,336400,362800,203100,103900,175700,419900,11000,100
11013,1,1213400,345500,287200,197800,103900,174700,325200,11200,100
11014,1,3201400,683700,424600,331000,103900,152200,1660100,16300,100
11015,1,1501200,343400,290500,199200,106100,175900,624400,11500,200
11016,1,1505600,332400,377400,200200,105100,173400,441400,10900,100
11017,1,1388500,349200,308800,196900,104000,174300,466100,10900,100
11018,1,1415300,322600,367400,201200,104500,174800,483400,11100,100
11019,1,1543600,335100,297600,218000,104500,187600,599700,11000,100
11020,1,1380700,358800,343500,202300,105000,175900,413300,11100,100
11021,1,1369800,343800,339500,206200,104300,174400,432700,11000,0
11022,1,1418200,373300,324500,205300,103800,173100,475800,10700,100
11023,1,1455500,361400,320400,199600,103600,174200,487700,11100,100
11024,1,1504500,379600,328300,206700,106300,174700,493100,21800,300
11025,1,1916900,381000,333400,212200,108400,174400,844500,16700,200
11026,1,1557700,356800,330500,202100,105100,174100,521100,11600,0
11027,1,2075800,359800,329000,204200,106300,174900,1147300,11500,200
11028,1,1385500,349200,321200,201700,105400,175900,478400,11200,0
11029,1,1359500,337300,317700,202200,104300,175800,469900,11300,0
11030,1,1278000,346800,305500,199200,104600,174700,390800,10800,100
11031,1,1434400,349200,359100,202500,107600,175200,427800,11500,200
11032,1,1273300,341600,347600,198800,105000,175000,335500,10900,200
11033,1,2718700,334900,308300,198100,104800,174700,1819000,11100,200
11034,1,1161700,339500,314600,200800,104900,173300,265500,11000,100
11035,1,1275200,338900,332700,196900,104300,174200,373900,11200,0
11036,1,1360300,343700,295200,212400,107100,173700,463800,17300,0
