tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
3407,4,2777100,442500,103500,558600,215400,546300,1315600,307600,100
3408,4,2779000,423300,98600,528100,209700,520200,1379100,309000,0
3409,4,2546100,418800,108300,509200,195700,495600,1151900,293500,200
3410,4,2582700,426900,100300,599400,249400,586100,1122300,287700,200
3411,4,8108200,5213300,97500,647400,239800,626500,1595600,447500,200
3412,4,18108500,753700,117000,751800,288900,735900,15940000,455000,300
3413,4,10308900,739900,147400,900000,272500,881000,8018300,443300,100
3414,4,7391200,1020600,165100,844500,230700,827700,4853700,451000,100
3415,4,5769700,596200,144000,618100,213500,603800,3888800,448100,200
3416,4,9029700,554300,163100,686800,263900,673200,7192600,373500,200
3417,4,6211100,512600,182800,573700,252800,558000,4516100,370900,0
3418,4,5070700,482700,168400,558400,206300,546100,3204400,354000,100
3419,4,4078900,491600,155000,729900,313700,721900,2213200,341300,0
3420,4,4837200,464400,155800,564200,212400,556200,3158000,375800,0
3421,4,4121100,549600,146300,608000,244000,593300,2430800,332600,200
3422,4,3153600,479100,175500,570600,206800,554500,1521600,357300,100
3423,4,3170200,456200,140100,528800,196600,516200,1695600,306500,100
3424,4,3207100,419300,155600,617200,200000,602400,1668200,298800,100
3425,4,3320100,514300,130500,571300,219900,554800,1591800,452200,0
3426,4,4209000,455600,163000,564700,250300,552400,2605900,309700,200
3427,4,2829700,480500,124300,602800,269500,591500,1136700,420900,300
3428,4,2665500,411000,151100,602300,240800,589900,1153300,298300,200
3429,4,2217600,391500,117200,500800,192500,492700,884100,283200,100
3430,4,2964000,460500,112700,691200,254300,670900,1247100,351100,200
3431,4,2514600,511700,147800,524600,206800,510300,959300,308300,100
3432,4,2523100,427800,132600,509600,198200,493400,1098200,303400,200
3433,4,2236500,394500,111400,509700,192700,496600,892900,287900,100
3434,4,2692900,446500,209300,561100,255000,546500,1146100,288900,100
3435,4,2410500,398600,111100,613200,245300,599900,890900,329800,100
3436,4,3784800,423700,145100,618600,248900,608600,2220300,308100,100
3437,4,2957100,501300,138000,536000,223700,527100,1221200,467000,100
3438,4,2673000,454100,159100,606500,205500,591900,1008500,318600,100
3439,4,2254400,393900,121800,498500,203700,486800,833900,303600,100
3440,4,2613300,420800,155800,612300,256300,598900,1034500,307100,100
3441,4,2213600,394900,105900,496100,198800,488000,819300,286800,100
3442,4,2813300,411300,130700,599400,201700,586700,1287500,276400,100
3443,4,2365300,415200,115900,536000,202000,520400,959500,287100,200
3444,4,2538000,408100,124900,495100,200200,487300,1201000,274600,200
3445,4,2236700,381600,105500,492600,193900,481700,931100,280400,0
3446,4,3439200,437300,112600,522800,215000,504500,2045100,268000,100
3447,4,2321200,409600,113000,495100,239400,482500,1006600,257900,100
3448,4,2235400,378700,132000,486600,194300,474900,945900,254300,0
3449,4,2003700,380400,91500,493300,191300,479800,721700,253900,100
3450,4,2183100,383000,187400,493400,193200,486300,799300,250600,100
3451,4,2094500,379000,95100,497600,198700,484000,791100,250900,300
3452,4,2384800,387100,123400,585500,243700,573700,846900,252900,100
3453,4,1976800,376200,93000,488600,193300,477400,684000,245600,100
3454,4,2162000,388400,113400,499300,199500,487100,799900,259200,0
3455,4,1974200,379900,88100,487300,197300,476800,724300,248700,100
3456,4,2426700,373700,91100,576600,233800,569700,1054500,244800,100
3457,4,2855700,444700,83600,572300,239000,563800,1460700,247400,100
3458,4,2123200,372900,96200,480900,195900,473300,844400,245600,0
3459,4,2746200,1122800,85300,490600,197600,477900,742400,239900,100
3460,4,4718400,479900,82700,530900,203000,516000,3082100,401400,100
3461,4,3706500,1158200,90700,522900,202100,508200,1493100,278800,300
3462,4,5027100,503100,93300,526900,202700,511800,3572300,300300,200
3463,4,3308100,445600,89500,521800,245900,509900,1934100,284900,100
3464,4,3703100,551500,113700,562200,221100,544600,2147500,291800,0
3465,4,2962300,416900,112000,514500,203400,507200,1576400,297800,100
3466,4,3471600,427600,99400,598100,200100,588000,1976600,286900,100
3467,4,2588700,396900,104400,516100,199800,499800,1259100,280800,100
3468,4,2652700,419900,100700,503500,242400,491300,1315000,278400,100
3469,4,2455900,402100,93800,602200,240600,585000,1048300,269800,100
3470,4,3179000,468000,120700,652400,271000,637900,1451900,424700,200
3471,4,7655600,5056500,109800,664400,241100,644200,1391400,326600,100
3472,4,18308400,845600,127600,844800,290400,828400,15936000,468900,400
3473,4,9123200,676200,162600,701800,242900,685000,7121000,389300,100
3474,4,7080800,1005100,144100,665200,233100,649200,4817400,384300,200
3475,4,5454000,561300,271800,620100,254400,605900,3573600,362200,200
3476,4,8818100,536000,148200,793400,309000,777900,6912300,362000,100
3477,4,6074600,532700,161800,608700,216900,593800,4305500,375500,0
3478,4,5003700,467500,143500,639600,260600,626600,3215200,366700,100
3479,4,3725600,478200,132200,623000,244300,612400,2053600,348500,200
3480,4,4909800,492500,134600,574700,260800,558200,3262900,382600,200
3481,4,4067200,537800,141400,635300,206900,620600,2374100,337900,100
3482,4,2905500,433100,149000,533600,201100,517000,1418000,333500,100
3483,4,3180100,450800,129800,598200,241700,589000,1637400,320500,100
3484,4,3219700,418300,139000,528100,207700,516500,1696500,335100,100
3485,4,2901300,534000,121900,668500,244900,653400,1205000,309900,100
3486,4,4151900,442800,141900,518400,204400,510600,2532400,291500,100
3487,4,2713800,445700,107700,569700,242700,554000,1198100,289700,0
3488,4,2326100,388700,129700,495800,195000,487700,997100,277700,100
