tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate
0,0,18061200,32500,244000,1014200,283200,999100,16531900
1,0,10033800,63900,155200,253700,215000,245100,9505200
2,0,7392700,43900,136400,219100,212800,166700,6953300
3,0,7948200,31600,122200,239400,190700,229300,7509400
4,0,8877600,43300,132400,240600,218100,229900,8398600
5,0,7651300,35900,131500,237700,202200,225500,7180300
6,0,8047300,35300,104100,214000,205600,210400,7606800
7,0,10517400,60600,118600,218900,212200,171200,9981100
8,0,16612500,65700,127300,249600,212700,239200,16105900
9,0,9918100,84600,117200,210700,203800,186400,9442800
10,0,7598500,39500,115000,212000,207100,192400,7131000
11,0,8573000,60400,112800,216800,209100,196900,8118400
12,0,9192700,63100,108900,234300,216800,226500,8725000
13,0,7399100,52200,116800,231000,177600,221200,6948300
14,0,7917700,62700,113500,222400,177000,213900,7462300
15,0,8266800,30400,108700,218800,165500,208700,7845300
16,0,9575600,52900,121800,217200,212700,213300,9112500
17,0,7061900,74000,124300,232100,200900,221900,6571800
18,0,7986200,84200,116200,230100,211600,220600,7354100
19,0,5870800,57800,136600,213300,153400,202900,5287400
20,0,6841900,35300,120600,210100,204500,155300,6422200
21,0,5418300,62900,117000,227500,207800,218800,4919100
22,0,6871200,16500,115200,228700,174200,221800,6407600
23,0,9467400,94200,113800,230900,210600,220600,8979100
24,0,11206800,41300,118600,242600,209500,232900,10754300
25,0,7001100,60700,140400,233100,213800,227300,6528900
26,0,7765800,40800,128900,218800,197300,211300,7328000
27,0,7193900,65200,103900,219300,209500,163400,6767000
28,0,8763500,40400,130700,226200,212600,221200,8316300
29,0,7290000,39200,118100,231300,214600,221800,6851400
30,0,8127800,45400,115100,222600,172600,216700,7686300
31,0,10508300,62200,108400,230300,222700,224700,10043500
32,0,12062400,53000,112500,243000,188800,238100,11609400
33,0,9481800,37800,121000,232700,223000,170400,9032400
34,0,7117700,52600,128500,237300,180800,226400,6589300
35,0,7751000,42600,144700,185200,179800,162200,7300800
36,0,9018200,23300,108500,230600,216500,225000,8541700
37,0,7636000,58000,121600,210300,204100,155900,7176600
38,0,8246500,64600,131900,239700,212900,227000,7714500
39,0,7600400,46400,121900,214900,208500,144700,7131100
40,0,8764000,38100,121400,222900,201900,216100,8318400
41,0,7769900,62500,123400,197000,154000,187200,7337700
42,0,8002600,26700,107900,217400,171400,209700,7590600
43,0,6057200,44500,117300,210100,204100,206500,5612600
44,0,7258300,23800,121200,233400,203000,228100,6827400
45,0,5366000,25700,123600,223900,200000,215300,4935000
46,0,7162700,45300,112100,232900,210300,222200,6678200
47,0,8936900,27900,106600,225300,207400,220300,8525600
48,0,10666500,82800,121700,245700,217700,236500,10162400
49,0,7028800,65000,108600,237200,216200,227200,6496100
50,0,7616900,48900,105100,224400,217500,173000,7102200
51,0,7625500,31600,117400,229100,208000,222400,7129100
52,0,9459700,46100,122500,233100,162400,224400,8987800
53,0,7946900,36400,121500,201400,177400,195200,7524400
54,0,8044100,70400,112700,208900,203600,159500,7587300
55,0,10572400,89000,108100,223300,161200,212900,10097600
56,0,11809000,77900,117300,236000,207200,227300,11320300
57,0,8712700,22900,105900,244700,214800,237100,8287800
58,0,7320300,50100,150700,214600,178800,207100,6754700
59,0,7944500,52800,111700,233400,209100,223100,7381800
60,0,8904100,41800,109400,216700,178300,206800,8333300
61,0,7525200,63800,114400,236800,211800,227900,7012900
62,0,7771700,71300,114400,247600,184000,238700,7300900
63,0,10966300,76900,117600,230500,199600,225200,10503600
64,0,11967600,72800,138600,221400,214700,169200,11497900
65,0,8560300,57700,131000,200400,177300,195400,8123900
66,0,7537600,34500,101500,222400,164800,215000,7091900
67,0,8093500,52400,119700,185300,172300,179900,7680700
68,0,8396100,51700,94500,227700,182500,222300,7973000
69,0,7883000,69400,115900,232700,225700,200700,7404700
70,0,8203600,42400,123000,227000,211800,219200,7718100
71,0,7278100,39000,120600,207500,187700,200500,6829100
72,0,9490600,56200,115500,225200,218400,222400,9047300
73,0,7841200,50900,130100,229000,216600,221200,7372800
74,0,7226400,31100,121100,228100,194400,216700,6776900
75,0,4989200,34500,117500,212000,161100,203200,4573200
76,0,8200800,51000,111800,225700,196200,215100,7738300
77,0,5391500,25900,104700,227600,206900,222200,4967400
78,0,7390000,22100,116300,242900,170600,231900,6908600
79,0,9297400,77700,135700,216300,204700,208700,8766800
80,0,9527000,49200,103900,185300,179300,161300,9064300
81,0,8379300,48500,107300,304400,235400,298200,7768600
82,0,7162000,26400,111000,220200,208600,213300,6719200
83,0,7650900,52900,112600,197000,178500,191000,7260300
84,0,8820200,20600,104400,218900,201400,213900,8442300
85,0,7190200,27800,132100,187500,181600,160800,6816200
86,0,7980600,51600,96700,349600,274800,344100,7447600
87,0,10312500,37600,112900,230600,217100,225200,9901900
88,0,11423200,49700,122300,210800,205300,204800,11003400
89,0,8708600,27500,123200,244900,221800,236100,8258500
90,0,7665100,41500,125600,190600,183500,165500,7237100
91,0,7941400,58600,116100,230500,213100,221900,7477800
92,0,9210300,34800,171300,246000,223200,232200,8702800
93,0,7714800,25900,121100,228900,213100,223400,7283100
94,0,7943500,29000,123100,239400,220600,234000,7476700
95,0,11208800,43700,132200,220200,213500,200800,10769700
96,0,11549700,78100,129400,241900,168000,231100,11003800
97,0,8358400,44500,121900,228800,203000,221300,7901100
98,0,7351100,49400,111000,230600,213400,222200,6862700
99,0,7194300,71700,118300,223800,158500,214200,6717800
100,0,8376500,50000,120400,219300,216800,212900,7943900
101,0,7777900,59100,100600,208700,181200,202300,7356600
102,0,8261200,72100,107700,184000,178300,154700,7832900
103,0,7687200,59500,119400,218800,215600,212800,7243000
104,0,9787000,20100,100300,234500,202000,224900,9365600
105,0,7381000,22400,110400,224000,201400,216300,6949600
106,0,7783100,30700,135900,229200,212600,220800,7298300
107,0,5805300,36200,123400,229200,183200,220500,5364200
108,0,6846400,66600,113000,220700,206500,215000,6392000
109,0,5310600,51000,113700,182900,175100,147300,4910900
110,0,7014100,62000,116600,193100,176600,185000,6580400
111,0,9362000,72700,112800,221800,214000,219300,8791500
112,0,9400900,19500,118900,213500,207100,191100,8934700
113,0,7401400,56100,129800,232200,210000,226700,6943100
114,0,6903400,21400,108100,210100,201300,207700,6522000
115,0,7561600,76800,99500,246400,222400,232700,7091500
116,0,9069300,69200,97000,233700,209800,226800,8599800
117,0,8473800,78800,114100,221100,217600,211500,7999100
118,0,9017000,32600,125300,232700,209900,226600,8477000
119,0,11168400,27800,116700,239000,187600,232900,10702200
120,0,11567700,94300,114300,222900,213300,201000,11078100
121,0,8959500,41000,121200,209300,201800,157000,8532900
122,0,7126900,27200,110900,231300,208500,224700,6709300
123,0,7848100,34900,121300,350700,274800,345400,7291700
124,0,8907900,68100,114300,206000,200400,165800,8468400
125,0,7490100,21300,113800,215300,205700,212200,7073200
126,0,7975500,38900,118100,244500,216400,233000,7463700
127,0,7132600,65300,121700,223500,217900,158500,6666400
128,0,14542200,89800,157600,261400,222300,255000,13979700
129,0,8250200,57300,138800,213600,207300,161900,7770200
130,0,8067200,77000,126200,227100,208200,218800,7536200
131,0,6177400,54100,118600,194700,170500,186700,5744900
132,0,7021400,59200,94700,206800,200900,161900,6605400
133,0,5070100,26400,112300,216100,205000,210600,4658400
134,0,6648800,87100,104400,210800,202900,151200,6169700
135,0,9300800,48500,119400,230000,212400,223900,8824500
136,0,9716800,38000,128200,214500,208200,155500,9238100
137,0,7142200,62400,129000,234100,213900,222500,6629800
138,0,7374300,75100,127600,223400,203000,213500,6825600
139,0,7351100,26200,103000,215500,164700,210100,6917400
140,0,8855900,56500,113100,225400,210500,219000,8399400
141,0,7492600,67500,126200,233900,210100,225300,6966800
142,0,8344400,21000,105600,237500,177600,226200,7829800
143,0,11197500,26400,132400,242100,209900,232700,10693200
144,0,12539500,49600,124500,207000,169700,196300,12109200
145,0,8669400,55100,121800,361200,281300,354100,8005600
146,0,7443100,35300,118600,189900,184100,183200,6941400
147,0,7673800,31100,106200,223100,214600,213700,7274900
148,0,8834100,60400,135800,207800,184900,197800,8393500
149,0,7550100,49900,111900,219300,213700,156400,7116300
150,0,8028700,37100,96200,231900,213300,221800,7607400
151,0,11201500,76800,115000,248100,215300,240000,10705000
152,0,11813800,39900,116700,223800,216100,168300,11387100
153,0,9321700,69200,125100,224500,184700,215000,8845300
154,0,7726100,32200,125800,230700,213600,219300,7241700
155,0,7932800,25100,130300,239400,213700,231400,7482100
156,0,8809300,23000,116700,232400,204900,222300,8322000
157,0,8042600,82400,129300,226700,220900,205000,7538000
158,0,8298700,38400,103000,224700,173400,216800,7840200
159,0,7631900,52800,133900,226100,216800,222000,7143700
160,0,8826800,62700,137300,223200,162200,212600,8348300
161,0,7791200,47600,108300,228100,212300,216900,7336200
162,0,7664100,58200,122700,223700,197200,213700,7198300
163,0,6006700,20200,110400,226200,211000,221100,5594200
164,0,7175400,42800,107500,229200,158800,219700,6739100
165,0,5387200,60000,99200,236900,230000,199000,4952400
166,0,7625400,17000,99100,220900,216200,217700,7198100
167,0,10877600,51000,101200,261500,238200,251400,10399400
168,0,12108000,41700,140900,222100,205900,213500,11627800
169,0,8198100,21200,126900,243600,184700,238100,7735700
170,0,7728600,52400,130000,214500,208200,154300,7253400
171,0,8815000,41300,114300,224200,205400,219200,8311400
172,0,8871100,32100,132700,221400,202600,213900,8428900
173,0,8041600,72700,102700,200400,180700,190700,7527600
174,0,8183700,40300,108000,201100,162100,193600,7692800
175,0,10416400,61100,119900,206100,201900,199300,9987000
176,0,11871300,40300,139400,353500,271300,347600,11281500
177,0,8678000,32800,122900,229100,218300,208200,8234600
178,0,7822000,55900,118800,235100,209800,226300,7264400
179,0,7504600,39200,122900,230700,208800,220900,7041400
180,0,8572100,72700,134700,230500,168200,225000,8096300
181,0,7835800,33700,112900,285400,217900,270400,7362200
182,0,8333800,24400,119100,220800,202600,213000,7922200
183,0,10817300,23400,113600,252400,225700,241300,10384600
184,0,12168600,64400,129800,239500,191900,232700,11681200
185,0,8441000,72900,117100,219800,213200,165100,7975000
186,0,7390900,67200,119400,212500,205600,157900,6910700
187,0,7339800,37300,146600,341400,271100,335600,6772500
188,0,9118800,30800,117100,247900,212300,233300,8679900
189,0,7945500,45700,129200,223600,203300,215900,7479000
190,0,8530900,38600,107600,229200,206300,220500,8033600
191,0,7400100,37400,103200,209500,204100,184500,6978200
192,0,9635300,37400,114200,237500,172300,229500,9182700
193,0,8238400,69600,109200,205400,161800,195100,7785800
194,0,7547400,61200,113100,226500,209000,221800,7073200
195,0,5485000,77900,112800,211500,205400,205700,5002500
196,0,7517000,40600,119700,231400,203200,221100,7055300
197,0,5717500,29400,110200,225100,205200,214400,5265700
198,0,6983300,70200,111800,219200,212900,213300,6454100
199,0,9196500,25000,129900,192200,167900,182400,8769900
200,0,9143800,57500,96700,239900,213200,234200,8687000
201,0,7600800,41200,115700,247900,211500,237300,7097500
202,0,7448100,54200,126100,208400,202700,149700,6957400
203,0,7801000,52200,109800,218500,170700,212500,7370600
204,0,8752500,40500,111000,224200,209100,216200,8252500
205,0,7554000,34300,125200,231000,209100,218500,7040800
206,0,8259100,53700,117200,217900,176900,207700,7823800
207,0,10693500,49100,113200,218500,212000,167500,10265300
208,0,11765200,27200,105300,208900,183800,200900,11380800
209,0,8430500,75500,106600,225700,215200,171800,7965600
210,0,7558600,38800,156200,228700,166300,218400,7061800
211,0,7603800,53500,110800,233900,211700,225500,7117600
212,0,9102100,23600,136800,303800,236300,298000,8587800
213,0,7669200,71700,115300,222700,191600,216100,7205000
214,0,8633800,28600,140500,195900,181200,190200,8179600
215,0,7082100,81200,105500,211000,205300,205500,6639700
216,0,9560100,81900,114500,233000,165600,226600,9032900
217,0,6851200,29200,108600,232300,204400,222600,6421100
218,0,7575400,63900,132000,189900,183000,171500,7091900
219,0,5985100,21200,112700,225100,207600,212300,5546500
220,0,7500400,72800,131600,226700,212000,218500,7011200
221,0,5786500,72100,136500,213600,207400,170300,5283800
222,0,6778100,35300,115800,195000,176800,189400,6370300
223,0,9752200,36600,104200,225700,209900,218300,9323300
224,0,10527400,73400,115600,209400,192500,199100,10048500
225,0,6890100,17600,104200,217500,156800,211700,6482600
226,0,7816000,43600,114400,214600,207500,192100,7332700
227,0,8179600,78700,106500,222200,203000,213400,7728500
228,0,8176500,27500,107100,198300,179900,186600,7787100
229,0,7175500,25900,118000,223600,213200,213700,6735400
230,0,8348600,32000,309200,224000,209300,218300,7632500
231,0,10599600,53200,108700,348900,267100,343500,9888000
232,0,12258300,88900,120700,255000,177700,243000,11728500
233,0,9836300,24300,127200,239900,216300,232400,9382300
234,0,7431300,34400,117300,210600,203300,208100,7006600
235,0,7460000,69600,105900,336900,265000,330500,6826400
236,0,8608800,20600,116700,212900,204200,210500,8144800
237,0,7924600,33600,109600,217300,207900,214000,7516400
238,0,8648200,57400,115700,237300,168500,227800,8094300
239,0,10576200,37700,112900,233100,215600,224300,10122900
240,0,11218600,56000,128000,239000,218600,231900,10755900
241,0,9134500,57200,145400,240200,173700,229800,8643800
242,0,7054600,43900,136600,227700,220900,222000,6608700
243,0,7248500,23000,131400,212100,205300,196900,6840300
244,0,9654600,31000,640500,359600,281600,354300,8579800
245,0,7818500,28600,110800,243900,185000,238600,7389800
246,0,9133700,34500,115100,349100,274600,343900,8542400
247,0,7411000,24500,134100,232400,215900,220100,6955300
248,0,14693700,39700,147900,234100,197500,224500,14220100
249,0,7832100,33300,126200,230000,210800,221600,7398900
250,0,7732000,36300,127200,221100,216300,218300,7263600
251,0,5790900,21400,124100,182000,168300,175400,5419600
252,0,7325500,43300,101100,216900,210500,213400,6912100
253,0,5395500,77700,128000,189900,175700,180300,4946500
254,0,6377800,55800,113100,194800,173000,189600,5966000
255,0,9003000,86500,111100,224300,162500,214000,8531900
256,0,9819500,31400,110500,227600,214500,220400,9382900
257,0,7052100,45500,102700,263400,188700,255200,6557700
258,0,7738100,67900,113500,216900,211400,168100,7242100
259,0,8087800,31300,122700,233600,208900,227700,7599900
260,0,8961700,24200,109700,347800,269700,342600,8405200
261,0,8149500,35400,126000,246600,219800,234000,7650800
262,0,8156700,59100,116400,209300,202400,151400,7663300
263,0,10746800,30400,100800,248100,176000,240800,10317800
264,0,12020000,60000,124500,232900,212500,225100,11565400
265,0,8316000,58900,128300,229900,210500,221300,7860500
266,0,7079900,62000,137400,225200,217200,223000,6554700
267,0,7395300,41900,131500,223200,214000,157700,6901400
268,0,9454400,32900,113100,302200,234800,295600,8959300
269,0,8560300,47200,109900,355500,204400,345700,7985000
270,0,8554300,89400,120100,232000,217400,223500,8054700
271,0,11099900,23600,134500,205800,189900,200400,10679900
272,0,12044600,48100,115200,230200,220800,197400,11605200
273,0,9350300,51700,125300,227500,219000,201900,8890700
274,0,7384600,40600,121300,230200,206500,218700,6895100
275,0,7638700,33000,122800,179800,172400,157100,7237600
276,0,8501900,45600,120100,221800,179500,212700,7988400
277,0,7757900,65400,128300,215300,208700,154400,7280400
278,0,7945800,54200,104400,195200,166400,185900,7477600
279,0,7377000,56700,117400,213200,207000,148700,6927400
280,0,8660500,36300,125100,222200,204400,216000,8238200
281,0,7703900,68200,117200,219800,161100,209500,7247600
282,0,7556800,34700,101500,207700,192000,201400,7154200
283,0,6436600,49400,118000,224200,179500,217200,5989200
284,0,7771000,52300,117800,227500,205800,219100,7308600
285,0,5894700,21400,108600,226400,215600,223100,5468400
286,0,7452900,29300,138500,224200,181900,218000,6943300
287,0,8741700,33100,116500,224300,209800,215900,8309400
288,0,10249500,24100,134200,244700,174700,236900,9767500
289,0,7439800,39000,114900,218400,208100,154900,6998300
290,0,7033500,43500,124100,223300,201400,217300,6565900
291,0,7171400,28600,109900,212600,205800,186300,6703700
292,0,8708400,54800,122500,211400,162900,206300,8266800
293,0,7642900,22800,98700,213600,207200,183600,7250800
294,0,7990800,64100,124500,227200,211900,218400,7511000
295,0,10459000,38800,125800,226800,219700,170000,10014600
296,0,12078900,75600,121800,245700,220800,235100,11551400
297,0,9090400,40400,130000,227300,208900,221100,8548800
298,0,7560600,22000,119600,231200,215700,223900,6987300
299,0,7649400,21700,120300,216700,214300,209400,7214800
300,0,8103200,66900,113600,220000,213700,171000,7661100
301,0,7138500,47200,153900,221500,216100,160000,6677600
