fileName,run,wholeUpdate_average,controlBehaviorUpdate_average,transportLinesUpdate_average,electricHeatFluidCircuitUpdate_average,electricNetworkUpdate_average,fluidFlowUpdate_average,entityUpdate_average,trains_average
02_geist,3,1335149.4118958693,120644.48408495457,56432.31506772953,82346.6636936284,55816.07670438709,70182.42376944088,1052513.8302023525,161.69797647583476
02_geist,4,1336391.337309772,120988.82880874073,56598.50604827471,82483.28223423826,55848.977089023916,70370.55577233959,1052952.6450749764,166.20770388538938
02_geist,5,1341985.2444394894,120673.88371704108,56549.44534254975,87021.59540665589,57041.033502424885,74696.58286415074,1054288.2769385139,151.87022687998217
01_geist,0,1484277.4848096326,115311.44433914934,115363.64345838675,72724.98467027147,52477.08344946764,60950.93929427504,1157120.4359217347,160.66112938290874
01_geist,1,1476986.8498801494,114927.30921456046,116213.17241763754,71763.90545738336,52069.920285411674,60109.67723953398,1150122.98901834,158.77696638608617
01_geist,2,1482796.6274597247,115045.95016444619,114817.98316517085,72910.25698199453,52017.98873961759,61043.185238865044,1155624.9790958248,155.83365850939293
01_geist,3,1556378.7111879147,117084.1072523552,119192.15675344222,72888.00379062378,52586.87217793634,61042.789453146775,1222776.8381738113,174.22933273872567
01_geist,4,1494194.2192987346,116111.44991359608,116547.3103294498,71485.98026645856,51900.89748592452,59849.50666146385,1165755.973019678,158.9163275544902
01_geist,5,1493017.1414237136,115679.15156920676,116104.49857851608,72241.57979820503,52380.27203300072,60427.15313005184,1164289.330508947,151.63052567032722
00_baseline,0,2286015.736663136,56894.520318858355,175138.62534143488,72602.49177769106,63587.056134678634,55939.11589274764,1943764.3625620157,10906.293550365126
00_baseline,1,2275397.1570321647,55852.901499526175,176154.27281342327,72407.7986509839,63455.62182953342,56028.27359384581,1933596.2706951336,11031.289369530074
00_baseline,2,2286445.147444116,56203.45615697642,175216.74563799542,72749.11645019232,63777.99208428564,56262.99682256536,1943566.5142984558,11269.769775349796
00_baseline,3,2291914.577178215,56294.27504320196,176104.1027927978,72899.1359607559,63948.17436869391,56327.70500027872,1947631.8189419701,11521.394726573388
00_baseline,4,2329225.464072691,56465.28792017392,178871.34734377614,73385.34477953063,64318.36222754892,56299.4760020068,1981600.9142092648,11621.311109872346
00_baseline,5,2304023.7805897766,56074.12899269747,176411.73421037963,72903.27220023413,63948.453091030715,55813.48458665478,1961160.9064050394,11518.23958972072
