tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3090,1,1391000,953400,111900,119300,155000
3091,1,1516000,1099200,131800,119800,121400
3092,1,1535200,1047600,150600,117000,161400
3093,1,1574200,1112600,188300,106500,122000
3094,1,1518400,1073500,137600,105600,137100
3095,1,1772100,1324300,129500,123900,152800
3096,1,1605600,1109300,157300,127600,125600
3097,1,1428400,1020600,126100,111000,124700
3098,1,1704500,1253100,140500,113800,125100
3099,1,1498500,1009000,187600,130000,124700
3100,1,1541500,1128800,139000,121700,120400
3101,1,1353200,953700,138500,108600,119100
3102,1,1259900,836300,131200,111800,155900
3103,1,1428300,964700,172500,112800,154100
3104,1,1660600,1265100,124900,125000,115100
3105,1,1595100,1091200,169600,136000,165100
3106,1,1673700,1147300,180700,129600,155700
3107,1,1563000,1138600,139500,132600,123800
3108,1,1531700,1084600,124000,138800,150100
3109,1,1503600,1013300,129500,161900,166700
3110,1,1543900,1078300,173500,127500,116700
3111,1,1658100,1173200,126200,111700,153100
3112,1,1515700,1081600,122600,136900,118000
3113,1,1430500,920200,240300,104300,123200
3114,1,1706100,1177100,216200,109800,164100
3115,1,1455700,999600,149400,142300,120700
3116,1,1641000,1080500,276100,112300,133700
3117,1,1699500,1270900,150900,113000,122300
3118,1,1846200,1346300,155300,118000,117900
3119,1,1855700,1322600,157700,112800,168900
3120,1,1783000,1274600,133600,122200,119600
3121,1,1724900,1265100,133600,130000,122100
3122,1,1724400,1265900,186100,124600,124000
3123,1,1899600,1470900,160100,122500,116100
3124,1,1830700,1347000,208900,124900,126800
3125,1,1694000,1156400,246600,128600,125100
3126,1,1720200,1254700,157300,115400,125700
3127,1,1600000,1190600,155800,114000,110100
3128,1,1419800,1045800,128700,107700,119900
3129,1,1590300,1157600,171800,114700,119200
3130,1,1557100,1083600,126800,174900,114900
3131,1,1811600,1410600,147000,111200,114800
3132,1,1485800,1045700,122300,135900,157000
3133,1,1389700,1010600,125600,114900,117300
3134,1,1578800,1042400,278800,111300,121600
3135,1,1556400,1076500,158400,124000,163200
3136,1,1569200,1112400,174500,123800,123800
3137,1,1381600,960900,132900,112900,134800
3138,1,1434900,991200,126400,127100,118400
3139,1,1293600,848900,172200,107100,126300
3140,1,1633100,1259200,124600,103400,115100
3141,1,1484700,1053400,121300,123600,117500
3142,1,1555800,1064700,189500,116400,123500
3143,1,1574500,1120900,174000,137900,123400
