tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3512,0,1973700,1601400,45700,174600,110100
3513,0,2360300,1975100,55200,170600,114000
3514,0,2074600,1703400,30800,163900,108700
3515,0,2108200,1772500,38700,150600,100700
3516,0,2202200,1719600,79500,216700,109100
3517,0,2153900,1731700,80000,172300,118600
3518,0,2042900,1637700,53700,165400,127300
3519,0,2280800,1856900,63900,177400,113600
3520,0,2003900,1630100,72200,158500,116700
3521,0,2184100,1845400,28700,165400,110400
3522,0,2181800,1860600,22000,157300,109900
3523,0,2377200,2047000,40900,152700,110000
3524,0,1674700,1362600,22200,144800,113800
3525,0,2074500,1695500,40800,177100,118100
3526,0,2394700,1960500,71700,168900,115500
3527,0,2701400,2141800,83700,332400,115800
3528,0,1830900,1496700,26100,179300,98700
3529,0,1951700,1625500,70000,131500,94700
3530,0,1864900,1508900,65100,138400,112400
3531,0,2390100,1867800,48900,275200,111400
3532,0,1950400,1584000,78100,134400,102500
3533,0,1431400,1150200,23100,116500,106000
3534,0,1799100,1460900,57200,136100,108100
3535,0,2031000,1685800,63300,136200,95300
3536,0,1882200,1523100,39100,153100,121800
3537,0,1580500,1271000,23100,134400,115600
3538,0,1761200,1320000,33100,200600,113900
3539,0,1952200,1600200,30900,157400,100100
3540,0,1927700,1544800,56800,188200,108900
3541,0,1744900,1309500,90200,132400,115100
3542,0,1618400,1291100,58000,120200,117900
3543,0,1926800,1570400,61900,151200,105100
3544,0,2155400,1672500,85200,147500,109900
3545,0,2002600,1584700,48100,159000,103300
3546,0,1984900,1590700,68300,158700,104000
3547,0,2097200,1665200,83600,200200,118400
3548,0,3256100,2875600,42000,188500,126900
3549,0,2222600,1825000,68000,171100,125300
3550,0,1724400,1326300,66400,156500,111300
3551,0,2250900,1908400,75700,139200,100500
3552,0,2436900,1940200,48400,300700,121500
3553,0,2221500,1830200,70000,177500,113300
3554,0,2211500,1827800,72900,170800,104400
3555,0,2126300,1717000,59000,180400,138000
3556,0,2350900,1930200,61200,208000,109500
3557,0,2508200,2104500,84500,170800,107200
3558,0,2054800,1656400,57200,165400,112700
3559,0,2449000,2031500,86600,149200,103200
3560,0,2129700,1726700,94400,165700,110700
3561,0,2162600,1695600,78600,157700,134800
3562,0,2220600,1798600,64700,164600,124500
3563,0,2210100,1886900,49700,145800,112100
3564,0,1909300,1552500,77600,163200,99500
3565,0,2376400,1963900,55200,229100,112500
3566,0,2774400,2378300,66100,165400,146700
3567,0,2154000,1834100,32000,160700,110100
3568,0,1940800,1592200,74200,145400,106000
3569,0,2028100,1665700,55600,154900,116700
3570,0,2419400,2010900,99300,145700,118300
3571,0,2800600,2391300,74100,157400,134300
3572,0,2101000,1730300,25500,204000,102200
3573,0,2174000,1850800,27500,161300,95700
3574,0,2375400,2015900,28600,154000,115700
3575,0,1990900,1644800,24900,183100,109200
3576,0,1793900,1385800,82800,146300,112700
3577,0,2007300,1624500,74500,161200,111200
3578,0,2166800,1764800,74000,147400,127200
3579,0,2237000,1876400,25500,173300,96900
3580,0,2022000,1635200,70500,187100,109300
3581,0,1830500,1448700,70700,177400,109200
3582,0,3039300,2607800,75600,193700,137200
3583,0,2463100,2085000,77500,169900,108700
3584,0,2045100,1687100,25100,177900,127800
3585,0,2304800,1932400,68800,156200,111500
3586,0,2241700,1798400,43600,205800,109900
3587,0,2493000,2111800,64900,168200,118900
3588,0,2367000,1942900,71600,172900,140600
3589,0,2345100,1896400,67300,200400,126900
3590,0,2243900,1871300,61500,147300,110200
3591,0,2487800,2098500,24900,162400,98700
3592,0,2347700,1977500,54200,153200,109100
3593,0,2234400,1843200,81400,141300,116900
3594,0,1734300,1368400,47900,162400,117000
3595,0,1804900,1498400,29200,140200,107300
3596,0,2162500,1761000,71000,173800,118100
3597,0,2307700,1948600,43000,169000,111500
3598,0,2019400,1582000,67700,136100,98300
3599,0,2035700,1642600,84400,137100,108000
3600,0,1982500,1589700,83000,137900,136400
3601,0,1844500,1460600,71600,149000,110900
3602,0,1766200,1376100,87800,135200,120500
3603,0,2382500,2028100,74200,131400,117200
3604,0,1771200,1449300,59100,123500,108700
3605,0,2101700,1714600,38600,136600,115900
3606,0,1712400,1325700,61900,132700,121300
3607,0,1603400,1274000,40100,149000,106600
3608,0,1784600,1468700,41500,137600,107400
3609,0,1876400,1504900,74500,122800,139100
3610,0,1975100,1545500,63500,146300,129400
3611,0,1679300,1342100,49800,142100,104600
3612,0,1761100,1362400,85400,166700,111500
3613,0,1959900,1647500,19500,147700,109800
3614,0,2000000,1638300,61900,158000,105200
3615,0,1845100,1497500,41500,159900,104600
3616,0,1810500,1430900,74600,139100,126200
3617,0,2366900,1929100,83400,180600,129100
3618,0,2332000,1898400,46300,185600,119700
3619,0,1995900,1585300,73500,168300,103700
3620,0,1782800,1398700,55000,182900,99500
3621,0,1926700,1585300,22200,149100,97800
3622,0,2144400,1791900,29700,149000,113000
3623,0,2365800,1969900,46300,209000,110000
3624,0,2123200,1692800,84600,181400,127500
3625,0,2360300,1947100,73700,193700,121500
3626,0,2688300,2249300,114000,181700,114300
3627,0,2509800,2153700,76400,140200,112700
3628,0,2085600,1758000,44000,147100,104300
3629,0,2527200,1991500,69000,160900,162000
3630,0,2645800,2145400,90000,154900,121700
3631,0,2374400,1942500,78600,169400,129800
3632,0,1988900,1634900,45100,164400,105600
3633,0,2385700,2048200,43600,145500,112800
3634,0,2153800,1731600,49100,176800,125800
3635,0,2279100,1918700,22900,189100,113900
3636,0,2297300,1849700,66700,161600,150500
3637,0,2298000,1893900,83600,176200,103900
3638,0,1927000,1556700,53600,148300,106600
3639,0,2176200,1780700,47600,161200,128900
3640,0,2432300,2051700,47700,181900,131500
3641,0,2210200,1802000,77300,189800,115200
3642,0,1909000,1538600,58900,183600,104600
3643,0,2097600,1757100,61200,145000,112900
3644,0,2182600,1816700,79200,150300,109800
3645,0,2199100,1785500,66800,195200,111500
3646,0,1762600,1391800,58700,140600,106900
3647,0,1755800,1441800,26400,157300,110000
3648,0,2362300,1959200,99700,164700,110800
3649,0,2180600,1803200,57200,178800,111100
3650,0,2012800,1607500,51800,177300,134100
3651,0,2125500,1697500,36100,186500,128300
3652,0,2236600,1845200,51800,175300,120300
3653,0,2288900,1888600,75500,176300,106600
3654,0,1991300,1630400,73400,142500,112100
3655,0,1821600,1511900,35500,143900,104500
3656,0,2358100,1948300,105800,170000,106300
3657,0,2243700,1889500,41700,173700,111300
3658,0,2168700,1783100,24900,166700,101200
3659,0,1835200,1474900,25100,147400,128900
3660,0,2330700,1958300,27300,178700,120300
3661,0,2715300,2315000,76900,160800,121200
3662,0,2214400,1884600,44600,139200,122400
3663,0,1936300,1571400,78300,141500,119300
3664,0,2070200,1633800,40200,253000,113100
3665,0,2106000,1817300,22300,136400,96600
3666,0,2183300,1788300,83100,143200,108400
3667,0,2254900,1878100,54300,151600,139000
3668,0,2747900,2363900,67500,168800,110800
3669,0,1987800,1622100,41300,132800,105700
3670,0,2238200,1834200,84800,138200,117100
3671,0,2319600,1969400,72300,133800,117100
3672,0,1790600,1439000,61300,133300,124000
3673,0,1996400,1658400,22300,139600,132000
3674,0,1986300,1657400,22100,137800,120200
3675,0,2195000,1814000,55200,162700,112900
3676,0,1791600,1426700,51100,143300,118700
3677,0,1682700,1301500,69800,161400,104500
3678,0,2130200,1719600,82300,141000,115500
3679,0,1957100,1572200,66500,130200,115200
3680,0,2012200,1681800,28800,147900,115100
3681,0,1499500,1162500,39000,127700,108000
3682,0,1859800,1494400,35600,147600,110900
3683,0,1901200,1552400,70000,140600,111200
3684,0,2082200,1732000,29800,170500,123400
3685,0,1907200,1491100,57700,198700,133300
3686,0,2360600,1999500,55800,135400,141700
3687,0,2414700,2015200,41200,226400,106500
3688,0,2159600,1778200,84700,158000,115900
3689,0,1961000,1583700,46300,179000,112400
3690,0,1732700,1383100,54300,141200,109800
3691,0,2646400,2264500,69700,154200,110200
3692,0,2117600,1722100,84800,163800,103400
3693,0,2226900,1878700,23700,176000,102900
3694,0,2196600,1746700,65800,202100,113400
3695,0,2217600,1853300,32200,193900,104700
3696,0,2502600,2014200,75000,205300,112000
3697,0,2299200,1908200,77200,154300,119800
