tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
2490,0,1353100,1078900,81100,65400,85400
2491,0,2575800,2287900,107500,53100,89000
2492,0,649000,380200,89000,59000,84600
2493,0,685100,420100,86100,64900,79300
2494,0,654900,376900,85500,58300,82200
2495,0,486800,215500,80300,60000,105500
2496,0,543700,274600,84500,54300,84000
2497,0,2403800,2113600,90400,71700,102700
2498,0,756200,409100,116400,60700,106300
2499,0,546100,252100,89900,83700,89200
2500,0,584100,315900,89300,69500,84400
2501,0,505200,238400,74700,72700,89000
2502,0,575800,290900,82500,58900,123900
2503,0,2500200,2219500,101400,68400,89400
2504,0,686400,363300,76800,60100,87500
2505,0,523300,267000,86100,61600,83500
2506,0,592400,312400,79800,61400,88800
2507,0,444600,200400,78200,56800,88000
2508,0,531900,286800,68900,73500,84600
2509,0,2445500,2173100,89600,70100,90300
2510,0,560900,290600,93100,45300,100700
2511,0,573300,262000,92700,71400,90900
2512,0,558200,294300,84200,62100,85500
2513,0,461600,210500,77100,57900,90600
2514,0,488900,279300,64800,42900,80300
2515,0,2166200,1890100,96600,67800,85600
2516,0,535200,269300,80900,61500,84500
2517,0,567200,300400,85400,71900,79500
2518,0,645200,324400,87400,64400,87900
2519,0,522000,240400,90400,61200,94300
2520,0,646200,317000,91400,107300,95800
2521,0,2341600,2011900,92900,82900,123300
2522,0,594100,326700,85800,67000,87300
2523,0,631100,348200,87300,73800,95300
2524,0,630300,338100,103300,45300,91000
2525,0,568300,236900,80800,68100,84500
2526,0,623800,330800,81700,48400,91200
2527,0,2146300,1871800,84200,64800,86400
2528,0,684400,358400,121100,75700,103700
2529,0,1003300,327500,476800,86500,86100
2530,0,1203300,929700,78400,55000,87500
2531,0,590900,330900,105400,45900,79700
2532,0,657900,373500,130800,52500,83600
2533,0,2455400,2181600,84800,70000,99900
2534,0,1754400,1497900,95500,61900,80800
2535,0,1527100,1242100,106700,61000,91100
2536,0,1544800,1288200,86200,52300,89300
2537,0,756700,492900,76600,83200,84300
2538,0,1353700,1070300,79200,63600,85400
2539,0,2605600,2298300,97300,83100,92700
2540,0,786800,503000,89900,65200,100700
2541,0,781700,454400,101000,86100,84900
2542,0,750600,449700,99100,64300,88500
2543,0,503000,229600,95400,82300,84500
2544,0,1306700,1078500,76500,55500,84300
2545,0,2466400,2227600,79300,63900,85400
2546,0,591500,342100,93700,57500,83200
2547,0,1088300,303500,592100,81300,96200
2548,0,3587300,3300300,122100,62800,84900
2549,0,2511400,2188000,110300,78500,105700
2550,0,2096800,1821700,87500,66000,88600
2551,0,4161200,3813500,119100,69900,125600
2552,0,3061100,2732000,109200,78600,106100
2553,0,2270200,1976300,90000,66700,102000
2554,0,2113900,1729200,160700,92700,88500
2555,0,2281900,1956300,101700,105200,93200
2556,0,1671600,1377300,84000,62900,93800
2557,0,2637000,2313600,141700,74800,85300
2558,0,1028800,709200,95700,80600,94800
2559,0,719300,446300,78600,75400,91800
2560,0,3165300,2901700,101400,54400,87100
2561,0,603400,323300,88300,82500,85000
2562,0,643600,404500,71300,57200,85100
2563,0,2592200,2329100,103800,58300,85200
2564,0,621000,363200,80100,59200,94000
2565,0,579500,302200,79800,87800,85100
2566,0,556900,285900,74900,63400,87500
2567,0,444400,198700,86100,61500,81500
2568,0,646300,318600,83600,53800,108800
2569,0,2340700,2076200,93700,57900,84800
2570,0,619600,347600,84100,65500,87400
2571,0,577000,302400,75300,64200,81400
2572,0,524900,278200,79400,53300,78800
2573,0,522100,202800,118300,58600,110100
2574,0,546000,286200,89100,56700,86300
2575,0,2173100,1907700,90100,67700,83000
2576,0,584500,316700,95500,56900,85900
2577,0,1671400,1078800,400200,68400,96000
2578,0,1213000,900600,89300,65700,82200
